Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Tested,AgeClass,Country,Glossbrenner,Federation,Date,MeetCountry,MeetState,MeetName
Lorell Nelson,F,B,Raw,61,F-OR,57,60,,,,,,-50,55,57.5,-60,57.5,,,,,,57.5,1,66.72,91.14,No,60-64,Australia,59,GPC-AUS,21/01/2018,Australia,QLD,Gold Coast Nationals Qualifier
Ruby Vella,F,SBD,Wraps,23,F-OR,55.25,56,135,142.5,-148,,142.5,70,75,77.5,,77.5,155,162.5,-170.5,,162.5,382.5,1,454.83,454.83,No,20-23,,402.44,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Rahul Bansal,M,SBD,Wraps,32,M-OR,71.05,75,147.5,152.5,155,,155,-92.5,92.5,95,,95,160,165,172.5,,172.5,422.5,1,313.07,313.07,No,24-34,,303.23,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Nick Bennett,M,SBD,Wraps,31,M-OR,80.35,82.5,160,165,175,,175,120,-125,-125,,120,177.5,190,200,,200,495,1,337.01,337.01,No,24-34,,325.52,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Mark Henning,M,SBD,Wraps,49,M-OR,80.45,82.5,-177.5,-177.5,-180,,,,,,,,,,,,,,DQ,,,No,45-49,,,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Lauren Ashleigh,F,SBD,Multi-ply,30,F-OE,67.4,67.5,180,195,-210,,195,100,110,-120.5,,110,180,200,-207.5,,200,505,1,515.96,515.96,No,24-34,Australia,455.16,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Jack Hardman,M,SBD,Wraps,24,M-OR,89.8,90,195,207.5,215,,215,107.5,112.5,120,,120,210,217.5,-222.5,,217.5,552.5,1,353.11,353.11,No,24-34,,340.3,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Joseph McIvor,M,SBD,Wraps,34,M-OR,118.85,125,215,230,240,,240,132.5,140,-142.5,,140,-215,215,225,,225,605,1,348.62,348.62,No,24-34,,332.85,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Dean Pascoe,M,SBD,Wraps,39,M-OR,108.25,110,235,255,-267.5,,255,147.5,157.5,165,,165,240,260,275,,275,695,2,411.07,411.07,No,35-39,,394.01,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Oscar Mairs,M,SBD,Wraps,26,M-OR,107.15,110,275,292.5,305,,305,170,177.5,182.5,,182.5,260,275,-290,,275,762.5,1,452.5,452.5,No,24-34,,433.89,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Thomas Kelleher,M,SBD,Wraps,32,M-OR,108.75,110,-320,-320,,,,,,,,,,,,,,,DQ,,,No,24-34,,,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Amy English,F,SBD,Wraps,29,F-OR,89.85,90,-165,-165,,,,,,,,,,,,,,,DQ,,,No,24-34,,,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Lucie Thompson,F,B,Raw,40,F-OR,72.15,75,,,,,,102.5,107.5,112.5,117.5,112.5,,,,,,112.5,1,109.65,109.65,No,40-44,Australia,96.58,GPC-AUS,28/01/2018,Australia,NSW,Summer Showdown
Ruchell MacGregor,F,SBD,Wraps,39,F-OR,55.5,56,125,135,140,-143,140,55,57.5,-60,,57.5,142.5,150,-155,,150,347.5,1,411.76,411.76,No,35-39,Australia,364.28,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Carla Fink,F,SBD,Wraps,28,F-OR,55.4,56,120,130,-137.5,,130,62.5,-67.5,67.5,,67.5,130,142.5,147.5,,147.5,345,2,409.37,409.37,No,24-34,,362.19,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Joanna Lawrence,F,SBD,Wraps,48,F-OR,55.5,56,107.5,112.5,120,,120,72.5,-77.5,77.5,-80,77.5,125,135,140,,140,337.5,3,399.91,438.7,No,45-49,Australia,353.8,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Leticia Brown,F,SBD,Wraps,26,F-OR,54.5,56,62.5,70,75,,75,45,47.5,-50,,47.5,90,97.5,102.5,,102.5,225,4,270.43,270.43,No,24-34,,239.35,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Ainslee Hooper,F,B,Raw,40,F-OR,55.1,56,,,,,,-30,-30,-30,,,,,,,,,DQ,,,No,40-44,,,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Katie Vevoda,F,SBD,Wraps,29,F-OR,59.7,60,135,-145,145,,145,65,-70,-70,,65,125,135,140,,140,350,1,391.73,391.73,No,24-34,,346.14,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Sevasti Anastasiadis,F,SBD,Wraps,18,F-OR,60,60,130,-140,-142.5,,130,60,-65,-65,,60,135,145,152.5,,152.5,342.5,2,381.85,404.76,No,18-19,Australia,337.38,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Chanelle Harkness,F,SBD,Wraps,24,F-OR,56.8,60,110,115,-120,,115,60,62.5,-65,,62.5,125,130,-135,,130,307.5,3,357.81,357.81,No,24-34,,316.41,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Tate Glasgow,F,SBD,Wraps,40,F-OR,59.1,60,-110,-110,110,,110,45,50,-52.5,,50,-130,140,-145,,140,300,4,338.42,338.42,No,40-44,,299.07,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Jodie Watson,F,SBD,Wraps,36,F-OR,64.6,67.5,155,165,175,,175,85,90,-92.5,,90,165,180,185,,185,450,1,474.27,474.27,No,35-39,Australia,418.65,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Shanae Healey,F,SBD,Wraps,24,F-OR,66,67.5,175,185,-190,,185,85,90,-92.5,,90,165,175,-185,,175,450,2,466.82,466.82,No,24-34,,411.95,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Rebecca Gleich,F,SBD,Wraps,27,F-OR,63.3,67.5,160,170,180,,180,80,85,90,,90,160,172.5,-180,,172.5,442.5,3,473.52,473.52,No,24-34,Australia,418.1,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Izzy Trafficante,F,SBD,Wraps,28,F-OR,62.6,67.5,120,130,-135,,130,52.5,-57.5,-57.5,,52.5,130,145,150,,150,332.5,4,358.82,358.82,No,24-34,,316.87,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Renee Theyers,F,SBD,Wraps,29,F-OR,66,67.5,107.5,112.5,117.5,,117.5,57.5,-62.5,-62.5,,57.5,130,137.5,147.5,,147.5,322.5,5,334.55,334.55,No,24-34,,295.23,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Hollie Coburn,F,SBD,Wraps,28,F-OR,66.9,67.5,95,105,-112.5,,105,55,-60,-60,,55,115,120,125,,125,285,6,292.75,292.75,No,24-34,,258.29,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Clare Shirley,F,SBD,Wraps,27,F-OR,67.3,67.5,105,-115,-122.5,,105,45,50,52.5,,52.5,-105,115,125,,125,282.5,7,288.94,288.94,No,24-34,,254.9,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Era Christakos,F,SBD,Wraps,22,F-OR,75,75,135,145,-155,,145,62.5,65,67.5,,67.5,155,170,-175,,170,382.5,1,363.62,367.26,No,20-23,Australia,319.86,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Siobhan Carlson,F,SBD,Wraps,29,F-OR,69,75,75,82.5,87.5,,87.5,47.5,50,-52.5,,50,110,-115,115,,115,252.5,2,253.72,253.72,No,24-34,,223.72,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Carmen Daldry,F,SBD,Wraps,33,F-OR,81.6,82.5,170,180,-190,,180,80,85,90,,90,170,180,190,,190,460,1,416.39,416.39,No,24-34,,364.73,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Kate Bethune,F,SBD,Wraps,29,F-OR,77.4,82.5,150,157.5,-165,,157.5,70,72.5,-75,,72.5,180,-190,195,,195,425,2,396.34,396.34,No,24-34,Australia,348.17,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Karen Beardsley,F,SBD,Wraps,37,F-OR,81.3,82.5,145,157.5,165,,165,55,60,-62.5,,60,135,150,-160,,150,375,3,340.12,340.12,No,35-39,,297.99,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Stella Rose,F,SBD,Wraps,25,F-OR,78.2,82.5,140,-150,150,,150,55,62.5,-65,,62.5,135,145,-152.5,,145,357.5,4,331.38,331.38,No,24-34,,290.97,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Cat Hawkins,F,SBD,Wraps,41,F-OR,80.2,82.5,100,107.5,112.5,,112.5,55,57.5,-60,,57.5,107.5,115,117.5,,117.5,287.5,5,262.7,265.33,No,40-44,Australia,230.35,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Ingrid Barclay,F,SBD,Wraps,49,F-OR,83.2,90,170,190,205,,205,80,87.5,92.5,,92.5,200,215,225,,225,522.5,1,468.19,521.1,No,45-49,Australia,409.59,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Danielle Cox,F,SBD,Wraps,33,F-OR,90,90,170,-180,-180,,170,65,70,-72.5,,70,150,-157.5,-160,,150,390,2,336.99,336.99,No,24-34,Australia,292.91,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Renee Gipp,F,SBD,Wraps,27,F-OR,87.5,90,130,140,145,,145,70,77.5,-82.5,,77.5,140,150,160,,160,382.5,3,334.55,334.55,No,24-34,,291.54,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Asha Zomer,F,SBD,Wraps,32,F-OR,88.6,90,145,152.5,157.5,,157.5,65,70,-72.5,,70,135,-142.5,,,135,362.5,4,315.31,315.31,No,24-34,,274.47,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Payje Brewster,F,SBD,Wraps,24,F-OR,89.7,90,-115,122.5,132.5,,132.5,50,55,57.5,,57.5,125,137.5,-145,,137.5,327.5,5,283.38,283.38,No,24-34,,246.39,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Jessica Timmons,F,SBD,Wraps,38,F-OR,89.1,90,125,,,,125,,,,,,,,,,,,DQ,,,No,35-39,,,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Eve Lundmark-Bourke,F,SBD,Wraps,29,F-OR,102.2,110,120,130,-140,,130,50,57.5,-60,,57.5,120,135,145,,145,332.5,1,275.14,275.14,No,24-34,,235.71,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Alysha Wright,F,SBD,Wraps,31,F-OR,104.9,110,100,110,120,,120,50,-55,55,,55,125,135,145,,145,320,2,263.02,263.02,No,24-34,,224.54,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Isabella Hynes,F,SBD,Wraps,18,F-OR,102.2,110,95,-107.5,110,,110,45,50,55,,55,130,140,145,,145,310,3,256.52,271.91,No,18-19,,219.76,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Sheridan Jacka,F,SBD,Wraps,41,F-OR,117.4,110,122.5,130,135,,135,70,75,-80,,75,152.5,162.5,-170,,162.5,372.5,1,299.05,302.04,No,40-44,,253.72,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
CJ Mendoza,M,SBD,Wraps,24,M-OR,59.8,60,135,145,147.5,,147.5,100,105,110,,110,-210,210,-230,,210,467.5,1,399.94,399.94,No,24-34,,389.75,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Derek Bevins,M,SBD,Wraps,46,M-OR,66.4,67.5,145,152.5,157.5,,157.5,100,107.5,112.5,,112.5,190,200,207.5,,207.5,477.5,1,373.08,398.45,No,45-49,,362.07,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Harry Bowman,M,SBD,Wraps,23,M-OR,73.9,75,205,215,-225,,215,130,137.5,-140,,137.5,220,240,-247.5,,240,592.5,1,426.6,426.6,No,20-23,Australia,412.8,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Jade Cooper,M,SBD,Wraps,27,M-OR,72.7,75,180,-190,-190,,180,-112.5,112.5,120,,120,225,240,-265,,240,540,2,393.41,393.41,No,24-34,,380.82,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Daniel Romeo,M,SBD,Wraps,20,M-OR,82.1,82.5,-200,205,220,,220,110,120,127.5,,127.5,200,220,235,,235,582.5,1,391.36,403.1,No,20-23,,377.86,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Bryce Johnson #1,M,SBD,Wraps,25,M-OR,82.2,82.5,190,210,225,,225,120,130,135,,135,190,-205,-205,,190,550,2,369.26,369.26,No,24-34,,356.51,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Zac Cano-Perez,M,SBD,Wraps,23,M-OR,81.8,82.5,180,200,-215,,200,110,120,-125,,120,190,210,225,,225,545,3,366.98,366.98,No,20-23,,354.35,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
James Wakefield,M,SBD,Wraps,35,M-OR,81.4,82.5,165,180,-190,,180,102.5,-110,-112.5,,102.5,-200,217.5,230,,230,512.5,4,346.13,346.13,No,35-39,Australia,334.25,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Mario Ferreira,M,SBD,Wraps,30,M-OR,77.5,82.5,140,150,-155,,150,90,95,-100,,95,180,190,-195,,190,435,5,303.13,303.13,No,24-34,,293.02,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Aaron Mutton,M,SBD,Wraps,24,M-OR,76.3,82.5,120,130,137.5,,137.5,75,80,82.5,,82.5,165,180,192.5,,192.5,412.5,6,290.48,290.48,No,24-34,,280.88,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Rob Lineker,M,SBD,Wraps,30,M-OR,89.6,90,215,230,240,,240,175,185,-190,,185,245,257.5,270,,270,695,1,444.69,444.69,No,24-34,Australia,428.58,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Adam Pickles,M,SBD,Wraps,36,M-OR,89.4,90,200,227.5,240,,240,140,150,160,,160,260,282.5,-295,,282.5,682.5,2,437.2,437.2,No,35-39,UK,421.38,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Peter Sheeren,M,SBD,Wraps,30,M-OR,89.3,90,235,250,260,,260,117.5,127.5,,,127.5,235,252.5,260,,260,647.5,3,415.02,415.02,No,24-34,,400.01,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Daniel Patience,M,SBD,Wraps,23,M-OR,89.9,90,210,230,-240,,230,130,145,-150,,145,210,250,-255,,250,625,4,399.22,399.22,No,20-23,,384.73,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Milad Dagher,M,SBD,Wraps,42,M-OR,90,90,197.5,210,215,,215,142.5,147.5,-150,,147.5,237.5,-250,250,,250,612.5,5,391.02,398.84,No,40-44,,376.81,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
David Thomas,M,SBD,Wraps,28,M-OR,89.7,90,210,225,240,,240,120,-130,-130,,120,205,220,235,,235,595,6,380.49,380.49,No,24-34,,366.7,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Igor Bahtjak,M,SBD,Wraps,19,M-OR,89.4,90,190,200,-212.5,,200,125,130,-137.5,,130,205,220,230,,230,560,7,358.73,373.08,No,18-19,,345.75,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Joshua Eaves,M,SBD,Wraps,21,M-OR,89.2,90,-165,-175,175,,175,-112.5,122.5,130,,130,170,180,200,,200,505,8,323.87,330.35,No,20-23,,312.17,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Nicholas Perdrisat,M,SBD,Wraps,25,M-OR,89.8,90,170,182.5,-192.5,,182.5,110,117.5,-122.5,,117.5,185,200,-210,,200,500,9,319.56,319.56,No,24-34,,307.97,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Blake Witherow,M,SBD,Wraps,31,M-OR,84.4,90,195,-207.5,,,195,,,,,,,,,,,,DQ,,,No,24-34,Australia,,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Matthew Middleton,M,SBD,Wraps,29,M-OR,99.8,100,300,322.5,335,,335,180,190,200,,200,275,-300,-300,,275,810,1,493.35,493.35,No,24-34,Australia,474.18,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Alby Owens,M,SBD,Wraps,31,M-OR,95.5,100,260,270,280,,280,160,167.5,-172.5,,167.5,260,270,,,270,717.5,2,445.25,445.25,No,24-34,,428.47,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Joshua Cogoi,M,SBD,Wraps,22,M-OR,91.3,100,230,240,255,,255,150,160,-170,,160,260,280,285,,285,700,3,443.68,448.11,No,20-23,,427.42,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Adam Stewart,M,SBD,Wraps,25,M-OR,100,100,260,275,285,,285,135,145,150,,150,230,252.5,-265,,252.5,687.5,4,418.4,418.4,No,24-34,,402.12,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Steve Jellett,M,SBD,Wraps,27,M-OR,99.5,100,235,250,260,,260,132.5,137.5,142.5,,142.5,225,-250,260,,260,662.5,5,404,404,No,24-34,,388.34,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Brian Jarrott,M,SBD,Wraps,49,M-OR,98,100,240,255,265,,265,130,140,-155,,140,240,-245,,,240,645,6,395.8,440.53,No,45-49,Australia,380.62,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Matthew Bund,M,SBD,Wraps,32,M-OR,94.3,100,190,200,205,,205,130,140,145,,145,220,230,-235,,230,580,7,362,362,No,24-34,,348.46,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Wayne Kollen,M,SBD,Wraps,49,M-OR,98.8,100,180,190,-200,,190,125,132.5,-137.5,,132.5,200,215,225,,225,547.5,8,334.84,372.68,No,45-49,,321.92,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Josh West,M,SBD,Wraps,30,M-OR,95.1,100,165,180,-190,,180,105,115,120,,120,170,185,200,,200,500,9,310.87,310.87,No,24-34,,299.18,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Stewart Grant,M,SBD,Wraps,41,M-OR,94.9,100,145,-155,155,,155,85,90,92.5,,92.5,190,-200,-200,,190,437.5,10,272.27,274.99,No,40-44,,262.05,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Samuel Gray,M,SBD,Wraps,24,M-OR,103.3,110,280,300,312.5,,312.5,170,-180,180,,180,290,310,322.5,,322.5,815,1,489.87,489.87,No,24-34,Australia,470.32,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Gavin Heward,M,SBD,Wraps,39,M-OR,108.6,110,270,285,295,,295,160,-170,170,,170,-265,265,-270,,265,730,2,431.32,431.32,No,35-39,Australia,413.38,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
John Delinac,M,SBD,Wraps,43,M-OR,106.9,110,235,255,-265,,255,160,170,177.5,,177.5,260,270,280,,280,712.5,3,423.15,436.27,No,40-44,,405.79,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Travis Salisbury,M,SBD,Wraps,28,M-OR,105.4,110,205,-220,227.5,,227.5,80,85,90,,90,195,210,227.5,,227.5,545,4,325.23,325.23,No,24-34,,312.04,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Matthew Fulton,M,SBD,Wraps,23,M-OR,101.9,110,180,-200,210,,210,120,125,130,,130,170,185,-200,,185,525,5,317.17,317.17,No,20-23,,304.65,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Ngarimu Herewini-Pera,M,SBD,Wraps,24,M-OR,109.4,110,180,190,200,,200,92.5,97.5,-105,,97.5,185,195,210,,210,507.5,6,299.17,299.17,No,24-34,,286.64,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Jackson Drew,M,SBD,Wraps,24,M-OR,119,125,250,275,-290,,275,145,155,165,,165,240,265,-285,,265,705,1,406.12,406.12,No,24-34,,387.73,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Darcy Morrissey,M,SBD,Wraps,23,M-OR,120.4,125,190,205,-220,,205,-125,135,142.5,,142.5,205,217.5,-230,,217.5,565,2,324.58,324.58,No,20-23,,309.72,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Tony Cheadle,M,SBD,Wraps,39,M-OR,121.1,125,185,195,,,195,112.5,120,-127.5,,120,205,215,225,,225,540,3,309.81,309.81,No,35-39,,295.54,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Mouamad Kreidli,M,SBD,Wraps,19,M-OR,133.8,140,240,252.5,262.5,,262.5,-160,167.5,172.5,,172.5,245,260,-270,,260,695,1,391.14,406.79,No,18-19,,371.34,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Joe Ordon,M,SBD,Wraps,32,M-OR,156.9,140,255,270,280,,280,170,180,190,,190,250,265,-280,,265,735,1,404.08,404.08,No,24-34,,380.65,GPC-AUS,27/01/2018,Australia,VIC,VIC Summer Classic
Mikaela Sullivan,F,SBD,Wraps,,hs,54.43,56,,,,,85,,,,,42.5,,,,,102.5,230,1,276.72,276.72,Yes,Unknown,,244.93,NASA,13/01/2018,USA,TX,Southeast Texas State
Elana Anthony,F,SBD,Raw,,whs,65.36,67.5,,,,,87.5,,,,,40,,,,,90,217.5,1,227.25,227.25,Yes,Unknown,,200.57,NASA,13/01/2018,USA,TX,Southeast Texas State
Leslie Davis,F,SBD,Wraps,,m1,57.7,60,,,,,57.5,,,,,40,,,,,87.5,185,1,212.63,212.63,Yes,Unknown,,187.98,NASA,13/01/2018,USA,TX,Southeast Texas State
Bobby Denard,F,B,Single-ply,18.5,teen,147.01,90,,,,,,,,,,142.5,,,,,,142.5,1,109.92,116.52,Yes,18-19,,92.38,NASA,13/01/2018,USA,TX,Southeast Texas State
Kendall Casey,F,B,Single-ply,,p+f,63.5,67.5,,,,,,,,,,57.5,,,,,,57.5,1,61.39,61.39,Yes,Unknown,,54.2,NASA,13/01/2018,USA,TX,Southeast Texas State
Kendall Casey,F,SBD,Single-ply,,int,63.5,67.5,,,,,115,,,,,57.5,,,,,140,312.5,1,333.61,333.61,Yes,Unknown,,294.56,NASA,13/01/2018,USA,TX,Southeast Texas State
Kendall Casey,F,SBD,Single-ply,,p+f,63.5,67.5,,,,,115,,,,,57.5,,,,,140,312.5,1,333.61,333.61,Yes,Unknown,,294.56,NASA,13/01/2018,USA,TX,Southeast Texas State
Zuri Garcia,F,SBD,Single-ply,,hs,116.75,90,,,,,185,,,,,85,,,,,150,420,1,337.53,337.53,Yes,Unknown,,286.45,NASA,13/01/2018,USA,TX,Southeast Texas State
Kenley Windle,F,SBD,Single-ply,,hs,63.37,67.5,,,,,105,,,,,62.5,,,,,132.5,300,1,320.76,320.76,Yes,Unknown,,283.22,NASA,13/01/2018,USA,TX,Southeast Texas State
Amy Jeffries,F,SBD,Single-ply,,hs,59.56,60,,,,,105,,,,,55,,,,,115,275,1,308.35,308.35,Yes,Unknown,,272.47,NASA,13/01/2018,USA,TX,Southeast Texas State
Tori Bollinger,F,SBD,Single-ply,,hs,69.44,75,,,,,112.5,,,,,70,,,,,115,297.5,1,297.62,297.62,Yes,Unknown,,262.39,NASA,13/01/2018,USA,TX,Southeast Texas State
Brianna Hunter,F,SBD,Single-ply,,hs,95.25,90,,,,,135,,,,,75,,,,,110,320,2,270.6,270.6,Yes,Unknown,,233.82,NASA,13/01/2018,USA,TX,Southeast Texas State
Krysta Allen,F,SBD,Single-ply,,hs,82.83,90,,,,,115,,,,,57.5,,,,,110,282.5,1,253.72,253.72,Yes,Unknown,,222.03,NASA,13/01/2018,USA,TX,Southeast Texas State
Mariela Garcia,F,SBD,Single-ply,,hs,133.63,90,,,,,110,,,,,70,,,,,130,310,3,243.15,243.15,Yes,Unknown,,205.02,NASA,13/01/2018,USA,TX,Southeast Texas State
Montana Lowery,F,SBD,Single-ply,,hs,74.53,75,,,,,62.5,,,,,40,,,,,82.5,185,2,176.57,176.57,Yes,Unknown,,155.35,NASA,13/01/2018,USA,TX,Southeast Texas State
Kenley Windle,F,BD,Raw,,hs,63.37,67.5,,,,,,,,,,62.5,,,,,132.5,195,1,208.5,208.5,Yes,Unknown,,184.09,NASA,13/01/2018,USA,TX,Southeast Texas State
Gus Pinner,M,SBD,Single-ply,,hs,132.54,140,,,,,262.5,,,,,130,,,,,232.5,625,1,352.3,352.3,Yes,Unknown,,334.62,NASA,13/01/2018,USA,TX,Southeast Texas State
Justin Vaughan,M,SBD,Single-ply,,hs,66.63,67.5,,,,,127.5,,,,,75,,,,,170,372.5,1,290.22,290.22,Yes,Unknown,,281.63,NASA,13/01/2018,USA,TX,Southeast Texas State
Robert Nietro,M,SBD,Single-ply,,hs,74.75,75,,,,,130,,,,,105,,,,,160,395,1,282.12,282.12,Yes,Unknown,,272.92,NASA,13/01/2018,USA,TX,Southeast Texas State
Dominic Napier,M,SBD,Single-ply,,hs,93.21,100,,,,,152.5,,,,,117.5,,,,,165,435,1,272.97,272.97,Yes,Unknown,,262.84,NASA,13/01/2018,USA,TX,Southeast Texas State
Carlos Netro,M,SBD,Single-ply,,hs,67.22,67.5,,,,,120,,,,,82.5,,,,,152.5,355,2,274.62,274.62,Yes,Unknown,,266.42,NASA,13/01/2018,USA,TX,Southeast Texas State
Ian Iail,M,SBD,Single-ply,,hs,98.88,100,,,,,150,,,,,97.5,,,,,182.5,430,2,262.89,262.89,Yes,Unknown,,252.74,NASA,13/01/2018,USA,TX,Southeast Texas State
Kaleb Murray,M,SBD,Single-ply,,hs,74.93,75,,,,,115,,,,,92.5,,,,,150,357.5,2,254.91,254.91,Yes,Unknown,,246.58,NASA,13/01/2018,USA,TX,Southeast Texas State
Ethan Neal,M,SBD,Single-ply,,hs,98.88,100,,,,,142.5,,,,,75,,,,,160,377.5,3,230.79,230.79,Yes,Unknown,,221.88,NASA,13/01/2018,USA,TX,Southeast Texas State
Austin Massingill,M,SBD,Single-ply,,hs,80.42,82.5,,,,,110,,,,,70,,,,,137.5,317.5,1,216.05,216.05,Yes,Unknown,,208.68,NASA,13/01/2018,USA,TX,Southeast Texas State
Tanner Ross,M,SBD,Single-ply,,hs,95.57,100,,,,,115,,,,,65,,,,,120,300,4,186.11,186.11,Yes,Unknown,,179.09,NASA,13/01/2018,USA,TX,Southeast Texas State
Grover Anthony,M,SBD,Raw,,open,117.98,125,,,,,247.5,,,,,140,,,,,257.5,645,1,372.33,372.33,Yes,Unknown,,355.61,NASA,13/01/2018,USA,TX,Southeast Texas State
Travis Kirtley,M,SBD,Raw,,p+f,88.54,90,,,,,152.5,,,,,97.5,,,,,167.5,417.5,1,268.79,268.79,Yes,Unknown,,259.12,NASA,13/01/2018,USA,TX,Southeast Texas State
Perry Smith,M,BD,Raw,,nov,80.56,82.5,,,,,,,,,,130,,,,,242.5,372.5,1,253.2,253.2,Yes,Unknown,USA,244.55,NASA,13/01/2018,USA,TX,Southeast Texas State
